Player,Span,Mat,Start,Sub,Pts,Tries,Conv,Pens,Drop,GfM,Won,Lost,Draw,%
R Moor-Davie (Urug),1960-1967,7,7,0,6,1,0,1,0,0,2,5,0,28.57
WKT Moore (Eng),1947-1950,7,7,0,0,0,0,0,0,0,4,3,0,57.14
RC Moreton (NZ),1962-1965,7,7,0,9,2,0,0,1,0,4,2,1,64.28
U Moretti (Italy),1933-1942,7,6,1,0,0,0,0,0,0,5,1,1,78.57
G Morgan (Arg),1977-1979,7,7,0,56,14,0,0,0,0,7,0,0,100
D Morgans (Wales),1885-1889,7,7,0,0G,1,0,0,0,0,1,4,2,28.57
A Moriya (JPN),2006-2008,7,5,2,0,0,0,0,0,0,2,5,0,28.57
AJ Morley (Eng),1972-1975,7,7,0,8,2,0,0,0,0,2,5,0,28.57
DE Muir (Scot),1950-1952,7,7,0,0,0,0,0,0,0,2,5,0,28.57
T Munilla lo Duca (Spain),2017-2020,7,2,5,5,1,0,0,0,0,2,5,0,28.57
DS Munro (Scot),1994-1997,7,6,1,0,0,0,0,0,0,0,6,1,7.14
T Murata (JPN),2015-2016,7,3,4,0,0,0,0,0,0,6,1,0,85.71
R Mwenesi (Kenya),2011-2016,7,6,1,15,3,0,0,0,0,6,1,0,85.71
N Nabaro (Fiji),1957-1964,7,7,0,9,3,0,0,0,0,2,4,1,35.71
S Nabou (Fiji),2017-2019,7,1,6,0,0,0,0,0,0,5,2,0,71.42
TN Naidole (Fiji),1954-1959,7,6,1,4,0,2,0,0,0,5,2,0,71.42
I Naituku (Fiji),1988-1993,7,6,1,0,0,0,0,0,0,2,4,1,35.71
LJW Narraway (Eng),2008-2009,7,3,4,0,0,0,0,0,0,1,6,0,14.28
JB Neill (Scot),1963-1965,7,7,0,0,0,0,0,0,0,3,3,1,50
P Nelson (Can),2019-2019,7,7,0,16,1,4,1,0,0,0,7,0,0
A Nicolich (Urug),1977-1981,7,6,1,8,2,0,0,0,0,4,2,1,64.28
IE Noble (Zimb),1993-1996,7,7,0,66,3,9,11,0,0,3,4,0,42.85
G Noves (Fra),1977-1979,7,7,0,0,0,0,0,0,0,4,2,1,64.28
S Nunomaki (JPN),2016-2018,7,5,2,0,0,0,0,0,0,3,4,0,42.85
F Obes (Urug),1975-1979,7,7,0,0,0,0,0,0,0,1,5,1,21.42
CT O'Callaghan (Ire),1910-1912,7,7,0,6,2,0,0,0,0,5,2,0,71.42
JK Ochse (SA),1951-1953,7,7,0,9,3,0,0,0,0,6,1,0,85.71
DM Odiete (Italy),2016-2016,7,7,0,5,1,0,0,0,0,2,5,0,28.57
K Ohigashi (JPN),2004-2007,7,3,4,15,3,0,0,0,0,4,2,1,64.28
A Okou (CdI),1993-1995,7,6,1,5,1,0,0,0,0,3,4,0,42.85
SJ Oliech (Kenya),2015-2018,7,7,0,25,3,2,2,0,0,3,4,0,42.85
N Oliveira Santos (Braz),2013-2015,7,4,3,0,0,0,0,0,0,1,6,0,14.28
CJ Oliver (NZ),1929-1936,7,7,0,6,2,0,0,0,0,2,5,0,28.57
MG Olsson (Fiji),1988-1991,7,7,0,12,3,0,0,0,0,3,4,0,42.85
LT Oosthuizen (Namib),1990-1990,7,7,0,8,2,0,0,0,0,3,4,0,42.85
F Opris (Rom),1986-1987,7,6,1,0,0,0,0,0,0,2,5,0,28.57
A Ortega Lampaya (Spain),2000-2003,7,2,5,0,0,0,0,0,0,2,5,0,28.57
T Otao (JPN),2004-2009,7,2,5,0,0,0,0,0,0,5,2,0,71.42
J Otaola (Arg),1970-1974,7,7,0,9,3,0,0,0,0,5,2,0,71.42
S Otero Abasolo (Chile),2017-2018,7,0,7,0,0,0,0,0,0,1,6,0,14.28
N Ovalle (Chile),2019-2019,7,3,4,0,0,0,0,0,0,0,7,0,0
H Packer (Wales),1891-1897,7,7,0,0,0,0,0,0,0,3,4,0,42.85
M Pale (Tonga),1998-2006,7,4,3,5,1,0,0,0,0,3,4,0,42.85
EC Papier (SA),2018-2018,7,2,5,0,0,0,0,0,0,2,5,0,28.57
S Pardakhty Dokhany (Chile),2011-2017,7,4,3,10,2,0,0,0,0,2,5,0,28.57
NH Park (Korea),2008-2014,7,7,0,10,2,0,0,0,0,3,4,0,42.85
SK Park (Korea),2006-2009,7,4,3,0,0,0,0,0,0,1,6,0,14.28
RM Parkinson (NZ),1972-1973,7,7,0,0,0,0,0,0,0,6,1,0,85.71
P Pascalin (Fra),1950-1951,7,7,0,0,0,0,0,0,0,4,2,1,64.28
M Paulino (Samoa),2008-2015,7,3,4,0,0,0,0,0,0,5,2,0,71.42
JH Payne (Eng),1882-1885,7,7,0,1G,0,1,0,0,0,6,1,0,85.71
SJ Payne (Aust),1996-1997,7,4,3,5,1,0,0,0,0,4,3,0,57.14
G Paz (Arg),1979-1983,7,7,0,20,5,0,0,0,0,7,0,0,100
AW Pearson (Eng),1875-1878,7,7,0,4G,0,4,0,0,0,4,1,2,71.42
M Pebeyre (Fra),1970-1973,7,7,0,3,1,0,0,0,0,3,2,2,57.14
M Pekacek (Czech),2003-2004,7,5,2,0,0,0,0,0,0,3,4,0,42.85
A Pelissie (Fra),2018-2018,7,1,6,0,0,0,0,0,0,2,5,0,28.57
S Pengelly (HK),1997-1998,7,7,0,5,1,0,0,0,0,4,3,0,57.14
DN Penney (Can),1995-1999,7,5,2,0,0,0,0,0,0,2,5,0,28.57
A Perez del Castillo (Urug),2004-2005,7,6,1,61,3,14,6,0,0,5,2,0,71.42
SV Perry (Eng),1947-1948,7,7,0,0,0,0,0,0,0,1,5,1,21.42
JCJ Peters (Spain),2018-2020,7,7,0,0,0,0,0,0,0,3,4,0,42.85
W Pieterse (Russ),2002-2002,7,6,1,58,8,3,2,2,0,4,3,0,57.14
C Pilat (Italy),1997-2001,7,6,1,13,2,0,1,0,0,2,5,0,28.57
EJT Poggi (Arg),1965-1969,7,7,0,36,1,6,5,2,0,4,2,1,64.28
I Ponchia (Italy),1955-1958,7,7,0,0,0,0,0,0,0,3,4,0,42.85
CG Porter (NZ),1925-1930,7,7,0,12,4,0,0,0,0,4,3,0,57.14
AD Porthault (Fra),1951-1953,7,7,0,9,3,0,0,0,0,5,2,0,71.42
A Post (HK),2016-2019,7,4,3,15,3,0,0,0,0,4,3,0,57.14
G Preo (Italy),1999-2000,7,2,5,2,0,1,0,0,0,1,6,0,14.28
TWJ Prydie (Wales),2010-2018,7,6,1,10,2,0,0,0,0,3,4,0,42.85
CH Pugh (Wales),1924-1925,7,7,0,3,1,0,0,0,0,1,6,0,14.28
J Pugsley (Wales),1910-1911,7,7,0,6,2,0,0,0,0,6,1,0,85.71
G Puig Carpaneto (Urug),2014-2015,7,1,6,10,2,0,0,0,0,4,3,0,57.14
S Punivalu (Samoa),1981-1983,7,7,0,0,0,0,0,0,0,2,4,1,35.71
F Quercy (Spain),2017-2020,7,5,2,5,1,0,0,0,0,2,5,0,28.57
G Raisi (Italy),1956-1964,7,7,0,0,0,0,0,0,0,4,3,0,57.14
S Ralawa (Fiji),1934-1939,7,7,0,14,2,1,2,0,0,4,2,1,64.28
R Rankin (Aust),1936-1938,7,7,0,27,0,6,5,0,0,1,6,0,14.28
JM Ranson (Eng),1963-1964,7,7,0,6,2,0,0,0,0,1,5,1,21.42
R Ratu (Fiji),2009-2010,7,5,2,0,0,0,0,0,0,4,2,1,64.28
P Reale (Italy),1987-1992,7,7,0,4,1,0,0,0,0,2,5,0,28.57
SL Reece (NZ),2019-2019,7,7,0,20,4,0,0,0,0,6,1,0,85.71
E Reed (USA),1999-2002,7,4,3,0,0,0,0,0,0,1,6,0,14.28
J Rees (HK),2012-2015,7,5,2,25,5,0,0,0,0,3,4,0,42.85
D Reyes (Urug),1997-2004,7,5,2,21,0,9,1,0,0,2,5,0,28.57
RK Rhule (SA),2017-2017,7,7,0,5,1,0,0,0,0,5,1,1,78.57
G Riccardi (Italy),1955-1956,7,7,0,0,0,0,0,0,0,4,3,0,57.14
L Riccioni (Italy),1951-1954,7,7,0,0,0,0,0,0,0,4,3,0,57.14
J Richardson (NZ),1921-1925,7,7,0,3,1,0,0,0,0,5,1,1,78.57
GJ Roberts (Wales),1985-1987,7,6,1,12,3,0,0,0,0,6,1,0,85.71
C Robertson (Can),1997-2001,7,6,1,15,3,0,0,0,0,7,0,0,100
AS Rocca (Arg),1989-1991,7,7,0,4,1,0,0,0,0,4,3,0,57.14
J Roche (Ire),1890-1892,7,7,0,5,0,2,0,0,0,1,5,1,21.42
F Rofes (Spain),2011-2013,7,7,0,10,2,0,0,0,0,4,3,0,57.14
H Romero (Fra),1962-1963,7,7,0,0,0,0,0,0,0,4,3,0,57.14
DM Rose (Scot),1951-1953,7,7,0,9,3,0,0,0,0,1,6,0,14.28
PA Rossborough (Eng),1971-1975,7,7,0,34,1,3,7,1,0,2,5,0,28.57
OA Roux (SA),1969-1974,7,7,0,0,0,0,0,0,0,0,4,3,21.42
R Rowand (Scot),1930-1934,7,7,0,0,0,0,0,0,0,4,3,0,57.14
PJ Ryan (USA),2017-2019,7,1,6,0,0,0,0,0,0,3,3,1,50
S Sadria (Fiji),1991-1994,7,7,0,0,0,0,0,0,0,1,6,0,14.28
P Salas (Fra),1979-1982,7,7,0,0,0,0,0,0,0,3,4,0,42.85
A Salinas (Arg),1952-1960,7,7,0,3,1,0,0,0,0,2,5,0,28.57
J Salut (Fra),1966-1969,7,7,0,3,1,0,0,0,0,4,3,0,57.14
JR Sanz (Arg),1973-1977,7,7,0,24,6,0,0,0,0,4,2,1,64.28
A Savin (Rom),2018-2020,7,3,4,0,0,0,0,0,0,4,3,0,57.14
P Schliwa (Germ),2009-2012,7,4,3,0,0,0,0,0,0,5,2,0,71.42
M Schmidt (Germ),2001-2004,7,6,1,51,0,6,13,0,0,3,3,1,50
R Schmidt (Arg),1960-1965,7,7,0,0,0,0,0,0,0,4,3,0,57.14
J Schoeman (SA),1963-1965,7,7,0,0,0,0,0,0,0,1,6,0,14.28
EC Schram (USA),1993-1996,7,6,1,5,1,0,0,0,0,2,5,0,28.57
WH Schultz (Zimb),1991-1994,7,6,1,9,2,0,0,0,0,1,6,0,14.28
SJN Scott-Young (Aust),1990-1992,7,6,1,0,0,0,0,0,0,5,2,0,71.42
KA Sellar (Eng),1927-1928,7,7,0,0,0,0,0,0,0,6,1,0,85.71
MK Seniloli (Fiji),1926-1928,7,7,0,0,0,0,0,0,0,3,4,0,42.85
P Sepulveda De Larraechea (Chile),2004-2008,7,5,2,0,0,0,0,0,0,1,6,0,14.28
C Serrano (Arg/SthAm),1978-1983,7,6,1,0,0,0,0,0,0,4,3,0,57.14
SG Seruvatu (Fiji),1952-1959,7,7,0,6,2,0,0,0,0,3,4,0,42.85
L Servole (Fra),1931-1935,7,7,0,4,0,0,0,1,0,5,2,0,71.42
JAP Shackleton (Scot),1959-1965,7,7,0,3,1,0,0,0,0,2,3,2,42.85
CMA Sheasby (Eng),1996-1997,7,2,5,5,1,0,0,0,0,4,2,1,64.28
BR Sheehan (Aust),2006-2012,7,1,6,0,0,0,0,0,0,3,3,1,50
M Sherman (USA),2003-2005,7,3,4,6,0,0,2,0,0,1,6,0,14.28
DY Shin (Korea),2016-2017,7,3,4,0,0,0,0,0,0,0,7,0,0
KC Shin (Korea),2014-2018,7,4,3,0,0,0,0,0,0,1,6,0,14.28
R Sifri Haack (Chile),2007-2017,7,7,0,0,0,0,0,0,0,1,6,0,14.28
S Sikivou (Fiji),1969-1973,7,7,0,59,3,25,0,0,0,3,3,1,50
A Silva (Port),1996-1998,7,5,2,0,0,0,0,0,0,3,4,0,42.85
F Silva (Urug),1985-1987,7,7,0,18,0,0,6,0,0,3,3,1,50
JND Silva (Port),1967-1968,7,7,0,0,0,0,0,0,0,1,5,1,21.42
D Silveira (Urug),2004-2005,7,3,4,0,0,0,0,0,0,4,3,0,57.14
FJG Silvestre (Arg),1988-1990,7,7,0,8,2,0,0,0,0,5,2,0,71.42
O Simiyu Sorano (Kenya),2017-2019,7,3,4,0,0,0,0,0,0,1,5,1,21.42
BM Simmers (Scot),1965-1971,7,6,1,9,0,0,0,3,0,3,4,0,42.85
SD Simmonds (Eng),2017-2018,7,4,3,10,2,0,0,0,0,5,2,0,71.42
JT Simson (Scot),1905-1911,7,7,0,6,2,0,0,0,0,3,4,0,42.85
TL Sitanilei (Tonga),1926-1932,7,7,0,0,0,0,0,0,0,4,3,0,57.14
A Skinner (Namib),1990-1990,7,7,0,0,0,0,0,0,0,3,4,0,42.85
SGM Skinner (Scot),2018-2020,7,5,2,0,0,0,0,0,0,5,1,1,78.57
DA Sloan (Scot),1950-1953,7,7,0,9,3,0,0,0,0,3,4,0,42.85
T Sloan (Scot),1905-1909,7,7,0,0,0,0,0,0,0,4,3,0,57.14
CM Smith (SA),1963-1965,7,7,0,12,1,0,3,0,0,2,5,0,28.57
NC Smith (Aust),1922-1925,7,6,1,6,2,0,0,0,0,3,4,0,42.85
RT Smith (Scot),1929-1930,7,7,0,0,0,0,0,0,0,4,3,0,57.14
T Solari (Arg),1996-1997,7,6,1,20,4,0,0,0,0,3,4,0,42.85
JS So'oialo (Samoa),2011-2013,7,6,1,78,1,14,15,0,0,3,4,0,42.85
BA Sparks (Wales),1954-1957,7,7,0,0,0,0,0,0,0,5,2,0,71.42
DE Spring (Ire),1978-1981,7,7,0,0,0,0,0,0,0,3,3,1,50
MP Stanojevic (Italy),2006-2007,7,7,0,45,9,0,0,0,0,4,3,0,57.14
NC Starmer-Smith (Eng),1969-1971,7,7,0,0,0,0,0,0,0,2,5,0,28.57
JW Stead (NZ),1904-1908,7,7,0,0,0,0,0,0,0,7,0,0,100
TH Stevenson (Ire),1895-1897,7,7,0,3,1,0,0,0,0,3,3,1,50
PD Still (USA),2000-2001,7,7,0,0,0,0,0,0,0,1,6,0,14.28
P Struxiano (Fra),1913-1920,7,7,0,6,0,3,0,0,0,2,5,0,28.57
CD Stuart (Scot),1909-1911,7,7,0,3,1,0,0,0,0,3,4,0,42.85
RC Stuart (NZ),1949-1954,7,7,0,3,1,0,0,0,0,3,4,0,42.85
JJ Styger (SA),1992-1993,7,4,3,0,0,0,0,0,0,1,6,0,14.28
O Sugar (Rom),1983-1991,7,6,1,0,0,0,0,0,0,3,4,0,42.85
HK Sung (Korea),1998-2002,7,3,4,13,1,1,2,0,0,2,5,0,28.57
R Sutherland (Scot),2016-2020,7,5,2,0,0,0,0,0,0,4,3,0,57.14
C Swain (Arg),1948-1952,7,7,0,3,1,0,0,0,0,3,3,1,50
H Swart (Namib),1995-1998,7,6,1,0,0,0,0,0,0,4,3,0,57.14
PW Sykes (Eng),1948-1953,7,7,0,0,0,0,0,0,0,5,1,1,78.57
P Szczesny (Germ),2013-2017,7,6,1,15,3,0,0,0,0,2,5,0,28.57
LH Taefu (Samoa),2017-2019,7,5,2,22,1,1,5,0,0,2,5,0,28.57
L Tagliabue (Italy),1930-1937,7,6,1,0,0,0,0,0,0,4,2,1,64.28
SL Talakai (Tonga),2017-2019,7,3,4,5,1,0,0,0,0,2,5,0,28.57
WE Tamplin (Wales),1947-1948,7,7,0,24,0,3,6,0,0,5,1,1,78.57
KJ Tanner (NZ),1974-1976,7,7,0,0,0,0,0,0,0,5,1,1,78.57
A Tapia (Chile),2010-2013,7,5,2,0,0,0,0,0,0,2,5,0,28.57
BNL Tapuai (Aust),2011-2012,7,6,1,0,0,0,0,0,0,5,1,1,78.57
JCR Tarrant (JPN),2009-2009,7,6,1,35,7,0,0,0,0,4,3,0,57.14
WM Tatham (Eng),1882-1884,7,7,0,0G,1,0,0,0,0,6,1,0,85.71
I Taukei (Fiji),1924-1926,7,6,1,0,0,0,0,0,0,2,4,1,35.71
MB Taylor (NZ),1979-1980,7,7,0,3,0,0,0,1,0,4,3,0,57.14
RG Teitzel (Aust),1966-1967,7,7,0,0,0,0,0,0,0,2,5,0,28.57
T Tekkal (Germ),2004-2009,7,4,3,5,1,0,0,0,0,4,3,0,57.14
JA te Mara (HK),2006-2008,7,6,1,45,1,11,6,0,0,4,3,0,57.14
A Terra (Urug),1992-1995,7,5,2,25,5,0,0,0,0,4,3,0,57.14
Z Test (USA),2015-2017,7,5,2,0,0,0,0,0,0,3,4,0,42.85
N Theron (Namib),2017-2019,7,1,6,0,0,0,0,0,0,3,4,0,42.85
HM Thomas (Eng),2013-2014,7,0,7,0,0,0,0,0,0,6,1,0,85.71
RL Thomas (Wales),1889-1892,7,7,0,0,0,0,0,0,0,1,5,1,21.42
RM Thomas (Wales),2006-2009,7,5,2,0,0,0,0,0,0,3,4,0,42.85
IHM Thomson (Scot),1951-1953,7,7,0,27,0,6,5,0,0,1,6,0,14.28
SAA Tiatia (Samoa),2001-2001,7,2,5,0,0,0,0,0,0,4,3,0,57.14
FG Tipi (Samoa),1998-1999,7,4,3,0,0,0,0,0,0,2,5,0,28.57
CE Tolofua (Fra),2012-2017,7,0,7,0,0,0,0,0,0,3,4,0,42.85
M Tommasi (Italy),1990-1993,7,3,4,10,2,0,0,0,0,5,2,0,71.42
JN Tora (Fiji),2005-2006,7,2,5,2,0,1,0,0,0,5,2,0,71.42
T Tsuji (JPN),2003-2006,7,5,2,0,0,0,0,0,0,3,4,0,42.85
DG Tudosa (Rom),1999-2003,7,1,6,0,0,0,0,0,0,1,6,0,14.28
A Tuisue (Fiji),2018-2019,7,3,4,0,0,0,0,0,0,3,4,0,42.85
U Tukana (Fiji),1963-1964,7,7,0,0,0,0,0,0,0,4,3,0,57.14
S Tuvula (Fiji),1985-1987,7,7,0,8,2,0,0,0,0,1,6,0,14.28
GA Tyler (NZ),1903-1906,7,7,0,5,1,1,0,0,0,6,1,0,85.71
T Ugapo (Samoa),1988-1989,7,7,0,0,0,0,0,0,0,4,2,1,64.28
V Uhi (Tonga),1996-1997,7,7,0,5,1,0,0,0,0,3,4,0,42.85
CA Ulyate (SA),1955-1956,7,7,0,6,1,0,0,1,0,3,4,0,42.85
M Urbano (Arg),1991-1995,7,7,0,0,0,0,0,0,0,6,1,0,85.71
S Urbieta (Parag),2017-2019,7,6,1,2,0,1,0,0,0,0,7,0,0
B Urjukashvili (Georg),2011-2011,7,2,5,19,2,0,3,0,0,6,1,0,85.71
T Usuzuki (JPN),2011-2011,7,7,0,40,8,0,0,0,0,4,3,0,57.14
SL Vailanu (Tonga),2017-2019,7,2,5,10,2,0,0,0,0,2,5,0,28.57
F Valier (Italy),1968-1972,7,7,0,0,0,0,0,0,0,2,4,1,35.71
A van der Linde (SA),1995-2001,7,2,5,0,0,0,0,0,0,6,1,0,85.71
C van der Merwe (Namib),2016-2017,7,2,5,0,0,0,0,0,0,4,3,0,57.14
M van der Merwe (SA),2014-2015,7,1,6,0,0,0,0,0,0,4,3,0,57.14
R van der Walle (Neth),1998-2002,7,7,0,0,0,0,0,0,0,1,6,0,14.28
JTJ van Rensburg (SA),1992-1994,7,7,0,40,0,2,12,0,0,1,5,1,21.42
KT van Vollenhoven (SA),1955-1956,7,7,0,15,4,0,0,1,0,4,3,0,57.14
R van Zyl (Namib),1997-1998,7,7,0,25,5,0,0,0,0,4,3,0,57.14
V Varo (Fiji),1970-1973,7,7,0,33,8,0,0,1,0,5,2,0,71.42
M Vaz (Port),2015-2016,7,4,3,0,0,0,0,0,0,3,4,0,42.85
F Vecino Capurro (Urug),2011-2014,7,5,2,0,0,0,0,0,0,4,3,0,57.14
P Veluda (Rom),1967-1968,7,7,0,0,0,0,0,0,0,6,1,0,85.71
JF Venter (SA),2016-2017,7,6,1,5,1,0,0,0,0,2,5,0,28.57
J Vera (Parag),2016-2019,7,2,5,0,0,0,0,0,0,0,7,0,0
N Veres (Rom),1986-1988,7,7,0,0,0,0,0,0,0,4,3,0,57.14
A Verger (Fra),1927-1928,7,7,0,8,0,2,0,1,0,4,3,0,57.14
A Vivo (Urug),1973-1977,7,7,0,7,1,0,1,0,0,5,2,0,71.42
I Volavola (Fiji),1968-1969,7,6,1,12,4,0,0,0,0,5,2,0,71.42
RR von Malmann (Fra),1908-1910,7,7,0,0,0,0,0,0,0,0,7,0,0
K Vunipola (Tonga),1982-1983,7,7,0,5,1,0,0,0,0,1,6,0,14.28
R Wacha (Germ),2008-2010,7,2,5,0,0,0,0,0,0,2,5,0,28.57
J Waites (Ire),1886-1891,7,7,0,0,1,0,0,0,0,1,5,1,21.42
S Walisoliso (Fiji),1963-1967,7,7,0,9,3,0,0,0,0,4,2,1,64.28
AM Walker (Aust),2000-2001,7,5,2,11,1,0,2,0,0,4,3,0,57.14
M Waller (HK),2011-2012,7,5,2,0,0,0,0,0,0,5,2,0,71.42
EJ Walshe (Ire),1887-1893,7,7,0,4,2,0,0,0,0,2,5,0,28.57
FW Waring (SA),1931-1933,7,7,0,6,2,0,0,0,0,5,2,0,71.42
J Washington (JPN),2005-2005,7,7,0,0,0,0,0,0,0,3,4,0,42.85
FH Waters (Scot),1930-1932,7,7,0,7,1,2,0,0,0,1,5,1,21.42
JA Watkins (Eng),1972-1975,7,7,0,0,0,0,0,0,0,3,4,0,42.85
LJ Weatherstone (Aust),1975-1976,7,6,1,8,2,0,0,0,0,5,2,0,71.42
M Weingart (Can),2004-2007,7,3,4,0,0,0,0,0,0,3,4,0,42.85
P Weiss (Germ),2013-2018,7,3,4,0,0,0,0,0,0,1,6,0,14.28
GT Wells (Wales),1955-1958,7,7,0,3,1,0,0,0,0,5,1,1,78.57
A Wemyss (Scot),1914-1922,7,7,0,0,0,0,0,0,0,2,3,2,42.85
C Were (Kenya),2018-2018,7,7,0,0,0,0,0,0,0,4,3,0,57.14
HF Wheatley (Eng),1936-1939,7,7,0,0,0,0,0,0,0,3,4,0,42.85
SW White (Aust),1956-1958,7,7,0,0,0,0,0,0,0,0,6,1,7.14
LC Whitelock (NZ),2013-2018,7,5,2,0,0,0,0,0,0,7,0,0,100
W Whitney (HK),2008-2008,7,7,0,5,1,0,0,0,0,5,2,0,71.42
DG Wiese (Namib),2014-2015,7,2,5,0,0,0,0,0,0,5,2,0,71.42
JG Will (Scot),1912-1914,7,7,0,15,5,0,0,0,0,2,5,0,28.57
JA Williams (Wales),1920-1921,7,7,0,3,1,0,0,0,0,5,2,0,71.42
K Williams (Belg),2017-2017,7,3,4,0,0,0,0,0,0,1,6,0,14.28
O Williams (Wales),1947-1948,7,7,0,3,0,0,1,0,0,3,3,1,50
SG Williams (Eng),1902-1907,7,7,0,6,2,0,0,0,0,2,5,0,28.57
SH Williams (Eng/GB),1910-1911,7,7,0,0,0,0,0,0,0,3,4,0,42.85
WLT Williams (Wales),1947-1949,7,7,0,9,3,0,0,0,0,5,2,0,71.42
J Wood (HK),2003-2007,7,5,2,0,0,0,0,0,0,3,4,0,42.85
CS Wooldridge (Eng),1882-1885,7,7,0,0G,0,0,0,0,0,7,0,0,100
GD Wright (SA),1986-1992,7,7,0,4,1,0,0,0,0,5,2,0,71.42
K Yamamoto (JPN),2016-2019,7,1,6,0,0,0,0,0,0,3,4,0,42.85
H Yoshida (JPN),2008-2009,7,6,1,43,5,9,0,0,0,6,1,0,85.71
T Yoshino (JPN),1985-1987,7,7,0,4,1,0,0,0,0,0,7,0,0
C Zanoletti (Italy),2001-2005,7,2,5,0,0,0,0,0,0,1,6,0,14.28
V Zdanovich (Russ),1999-2006,7,5,2,0,0,0,0,0,0,6,1,0,85.71
W Zichlinski (Germ),1935-1940,7,7,0,0,0,0,0,0,0,1,6,0,14.28
G Zoffoli (Italy),1936-1939,7,7,0,0,0,0,0,0,0,3,3,1,50
S Zorzi (Italy),1985-1992,7,5,2,0,0,0,0,0,0,3,4,0,42.85
L Zuin (Italy),1977-1979,7,7,0,38,0,7,7,1,0,4,3,0,57.14
P Zunino Valenzuela (Chile),1983-2019,7,6,1,0,0,0,0,0,0,0,7,0,0
CH Abercrombie (Scot),1910-1913,6,6,0,3,1,0,0,0,0,2,4,0,33.33
AA Adebayo (Eng),1996-1998,6,6,0,10,2,0,0,0,0,3,2,1,58.33
LC Adriaanse (SA),2013-2016,6,2,4,0,0,0,0,0,0,1,5,0,16.66
F Afamasaga (Samoa),2015-2016,6,5,1,0,0,0,0,0,0,2,3,1,41.66
K Ahota'eiloa (Tonga),1999-2000,6,6,0,10,2,0,0,0,0,2,3,1,41.66
L Ahualli de Chazal (Arg),2012-2015,6,3,3,5,1,0,0,0,0,6,0,0,100
JJ Ah Kuoi (Samoa),1987-1990,6,6,0,11,2,0,0,1,0,3,3,0,50
J Aikman (HK),2014-2015,6,3,3,5,1,0,0,0,0,1,5,0,16.66
E Ainciart (Fra),1933-1938,6,6,0,0,0,0,0,0,0,5,1,0,83.33
G Aiolfi (Italy),1952-1955,6,6,0,3,1,0,0,0,0,3,3,0,50
B Aka (CdI),1993-1995,6,6,0,0,0,0,0,0,0,4,2,0,66.66
AM Alatimu (Samoa),2017-2019,6,1,5,4,0,2,0,0,0,2,4,0,33.33
SPK Alatini (Tonga),1994-2000,6,5,1,0,0,0,0,0,0,2,4,0,33.33
FHR Alderson (Eng),1891-1893,6,6,0,11,1,4,0,0,0,4,2,0,66.66
RA Ale (Samoa),1997-1999,6,5,1,10,2,0,0,0,0,4,2,0,66.66
MM Al-Jiboori (USA),2018-2019,6,3,3,5,1,0,0,0,0,4,2,0,66.66
CL Allen (Wales),2013-2017,6,4,2,15,3,0,0,0,0,5,1,0,83.33
FR Allen (NZ),1946-1949,6,6,0,0,0,0,0,0,0,4,2,0,66.66
C Alvarez (Arg),1958-1960,6,6,0,0,0,0,0,0,0,3,3,0,50
JC Alvarez (Colom),2018-2019,6,5,1,0,0,0,0,0,0,1,5,0,16.66
ANO Amonde (Kenya),2014-2018,6,3,3,10,2,0,0,0,0,2,4,0,33.33
I Amorin (Urug),1975-1976,6,6,0,4,1,0,0,0,0,2,4,0,33.33
V Ancina de Oliveira (Braz),2015-2017,6,1,5,0,0,0,0,0,0,1,5,0,16.66
A Anderson (NZ),1983-1987,6,6,0,0,0,0,0,0,0,3,2,1,58.33
M Andrews (HK),2019-2019,6,0,6,5,1,0,0,0,0,5,1,0,83.33
E Angoran (CdI),1993-1995,6,5,1,0,0,0,0,0,0,3,3,0,50
D Antunes (Port),2019-2020,6,5,1,70,4,10,10,0,0,3,3,0,50
K Anufe (Samoa),2009-2013,6,4,2,40,0,8,8,0,0,5,1,0,83.33
T Aoi (JPN),1958-1963,6,6,0,8,0,4,0,0,0,1,4,1,25
TS Arai (JPN),1956-1959,6,6,0,6,0,0,2,0,0,0,5,1,8.33
A Arango (Colom),2018-2019,6,6,0,0,0,0,0,0,0,1,5,0,16.66
H Archer (A-W/Eng),1908-1909,6,6,0,0,0,0,0,0,0,2,3,1,41.66
M Ardao Ferres (Urug),2018-2019,6,3,3,5,1,0,0,0,0,2,4,0,33.33
C Arenas Muniz (Spain),2006-2010,6,0,6,0,0,0,0,0,0,4,2,0,66.66
P Aristouy (Fra),1948-1950,6,6,0,0,0,0,0,0,0,2,3,1,41.66
A Ashe (Scot),2014-2015,6,5,1,0,0,0,0,0,0,2,4,0,33.33
AR Aslett (Eng),1926-1929,6,6,0,6,2,0,0,0,0,2,3,1,41.66
DDBEGD Azevedo (Port),2019-2020,6,3,3,5,1,0,0,0,0,4,2,0,66.66
M Azpiros (Arg),1956-1959,6,6,0,0,0,0,0,0,0,3,3,0,50
O Bacot Silveira (Urug),1967-1971,6,6,0,35,2,7,5,0,0,1,5,0,16.66
DGS Baker (Eng/Lions),1955-1955,6,6,0,3,0,0,1,0,0,2,3,1,41.66
T Baker-Jones (Wales),1882-1885,6,6,0,0G,1,0,0,0,0,1,4,1,25
Z Bakuradze (Georg),1989-1993,6,4,2,0,0,0,0,0,0,4,2,0,66.66
G Baladie (Fra),1945-1946,6,6,0,9,3,0,0,0,0,3,3,0,50
